"c_d_dep","departamento","c_d_mun","municipio","grupo_de_cultivo","subgrupo_de_cultivo","cultivo","desagregaci_n_regional_y","a_o","periodo","rea_sembrada_ha","rea_cosechada_ha","producci_n_t","rendimiento_t_ha","estado_fisico_produccion","nombre_cientifico","ciclo_de_cultivo"
"25","CUNDINAMARCA","25524","PANDI","HORTALIZAS","CALABACIN","CALABACIN","ZUCCHINI","2018","2018A","5","5","25","5.00","HORTALIZA FRESCA","CUCURBITA PEPO","TRANSITORIO"
"25","CUNDINAMARCA","25807","TIBIRITA","HORTALIZAS","CALABACIN","CALABACIN","ZUCCHINI","2018","2018A","6","6","50","8.27","HORTALIZA FRESCA","CUCURBITA PEPO","TRANSITORIO"
"25","CUNDINAMARCA","25436","MANTA","HORTALIZAS","CALABACIN","CALABACIN","ZUCCHINI","2018","2018A","15","15","150","10.00","HORTALIZA FRESCA","CUCURBITA PEPO","TRANSITORIO"
"76","VALLE DEL CAUCA","76892","YUMBO","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","2","2","24","12.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"76","VALLE DEL CAUCA","76520","PALMIRA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","3","2","40","20.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"76","VALLE DEL CAUCA","76036","ANDALUCIA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","10","10","120","12.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"76","VALLE DEL CAUCA","76364","JAMUNDI","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","13","13","75","6.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"70","SUCRE","70265","GUARANDA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","58","51","342","6.70","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"68","SANTANDER","68160","CEPITA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","2","2","4","2.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"54","NORTE DE SANTANDER","54660","SALAZAR","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","2","2","10","5.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"54","NORTE DE SANTANDER","54001","CUCUTA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","20","20","200","10.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"52","NARIÑO","52427","MAGUI PAYAN","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","1","1","3","3.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"52","NARIÑO","52520","FRANCISCO PIZARRO","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","10","10","30","3.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"52","NARIÑO","52835","TUMACO","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","60","60","420","7.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"52","NARIÑO","52621","ROBERTO PAYAN","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","60","60","540","9.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"52","NARIÑO","52490","OLAYA HERRERA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","84","34","272","8.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"50","META","50318","GUAMAL","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","8","8","96","12.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"27","CHOCO","27413","LLORO","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","17","2","6","3.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"15","BOYACA","15533","PAYA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","1","1","5","4.50","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"15","BOYACA","15753","SOATA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","3","3","18","6.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"15","BOYACA","15514","PAEZ","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","6","6","66","11.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"13","BOLIVAR","13006","ACHI","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","50","50","600","12.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"5","ANTIOQUIA","5142","CARACOLI","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","3","3","16","5.18","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"5","ANTIOQUIA","5854","VALDIVIA","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","24","24","168","7.00","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"5","ANTIOQUIA","5761","SOPETRAN","FRUTALES","ZAPOTE","ZAPOTE","ZAPOTE","2018","2018","31","31","419","13.50","FRUTO FRESCO","POUTERIA SAPOTA","PERMANENTE"
"76","VALLE DEL CAUCA","76892","YUMBO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","2","2","86","41.33","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"76","VALLE DEL CAUCA","76001","CALI","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","3","3","90","30.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"76","VALLE DEL CAUCA","76111","BUGA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","5","5","150","30.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"76","VALLE DEL CAUCA","76834","TULUA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","165","165","2475","15.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"73","TOLIMA","73124","CAJAMARCA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","8","8","120","15.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"73","TOLIMA","73622","RONCESVALLES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","75","75","1313","17.50","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"68","SANTANDER","68207","CONCEPCION","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","5","5","125","25.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"68","SANTANDER","68669","SAN ANDRES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","6","6","124","20.54","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"54","NORTE DE SANTANDER","54743","SILOS","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","3","3","54","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"54","NORTE DE SANTANDER","54125","CACOTA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","15","15","300","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"54","NORTE DE SANTANDER","54518","PAMPLONA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","22","22","484","22.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"54","NORTE DE SANTANDER","54480","MUTISCUA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","50","50","1100","22.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"54","NORTE DE SANTANDER","54174","CHITAGA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","52","52","832","16.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52573","PUERRES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","5","5","100","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52320","GUAITARILLA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","8","8","64","8.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52356","IPIALES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","15","15","450","30.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52323","GUALMATAN","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","15","15","315","21.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52585","PUPIALES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","18","18","324","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52215","CORDOBA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","30","30","600","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52506","OSPINA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","45","45","1080","24.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52720","SAPUYES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","70","70","1260","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"52","NARIÑO","52838","TUQUERRES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","560","560","16800","30.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25295","GACHANCIPA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","2","2","61","30.72","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25736","SESQUILE","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","3","3","54","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25126","CAJICA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","4","4","92","23.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25898","ZIPACON","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","7","7","140","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25214","COTA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","9","9","252","28.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25322","GUASCA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","11","11","242","22.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25183","CHOCONTA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","11","11","280","25.48","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25200","COGUA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","12","12","300","25.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25873","VILLAPINZON","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","15","15","420","28.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25377","LA CALERA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","15","15","270","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25326","GUATAVITA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","15","15","270","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25799","TENJO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","25","25","600","24.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25312","GRANADA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","25","25","500","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25785","TABIO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","40","40","1000","25.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25269","FACATATIVA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","52","52","1300","25.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25841","UBAQUE","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","63","63","1134","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25740","SIBATE","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","65","65","2275","35.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25899","ZIPAQUIRA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","80","80","2000","25.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25769","SUBACHOQUE","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","80","80","2560","32.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25099","BOJACA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","80","80","2240","28.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25407","LENGUAZAQUE","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","90","90","1890","21.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25793","TAUSA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","110","110","3300","30.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25286","FUNZA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","110","110","3300","30.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25845","UNE","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","120","120","4440","37.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25260","EL ROSAL","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","150","150","5550","37.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25745","SIMIJACA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","180","180","3780","21.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"25","CUNDINAMARCA","25430","MADRID","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","300","300","10500","35.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"20","CESAR","20517","PAILITAS","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","21","21","21","1.04","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"19","CAUCA","19821","TORIBIO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","5","5","40","8.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"19","CAUCA","19364","JAMBALO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","5","5","14","2.70","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"19","CAUCA","19760","SOTARA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","10","10","50","5.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"17","CALDAS","17001","MANIZALES","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","31","31","468","15.09","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"17","CALDAS","17442","MARMATO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","40","40","120","3.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15162","CERINZA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","1","1","18","18.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15238","DUITAMA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","2","2","26","12.80","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15224","CUCAITA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","2","2","20","10.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15051","ARCABUCO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","5","5","100","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15835","TURMEQUE","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","12","12","120","10.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15600","RAQUIRA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","12","12","48","4.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15476","MOTAVITA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","12","12","192","16.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15494","NUEVO COLON","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","20","20","200","10.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15879","VIRACACHA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","21","21","217","10.33","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15087","BELEN","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","27","27","459","17.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15693","SANTA ROSA DE VITERBO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","36","36","468","13.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15232","CHIQUIZA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","41","41","551","13.43","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15131","CALDAS","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","80","80","1600","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15104","BOYACA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","160","160","4800","30.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15646","SAMACA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","230","230","6670","29.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15861","VENTAQUEMADA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","400","400","8000","20.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15764","SORACA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","500","500","9500","19.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"15","BOYACA","15001","TUNJA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","588","588","23520","40.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"5","ANTIOQUIA","5001","MEDELLIN","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","6","6","72","12.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"5","ANTIOQUIA","5697","SANTUARIO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","42","42","1680","40.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"5","ANTIOQUIA","5847","URRAO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","52","52","1873","36.01","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"5","ANTIOQUIA","5664","SAN PEDRO","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","60","60","2700","45.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"5","ANTIOQUIA","5148","CARMEN DE VIBORAL","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","60","60","3000","50.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"5","ANTIOQUIA","5756","SONSON","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","80","80","3200","40.00","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"5","ANTIOQUIA","5440","MARINILLA","HORTALIZAS","ZANAHORIA","ZANAHORIA","ZANAHORIA","2018","2018A","99","99","2994","30.24","HORTALIZA FRESCA","UMBELLIFERAE","TRANSITORIO"
"70","SUCRE","70823","TOLUVIEJO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","20","20","320","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70233","EL ROBLE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","30","30","390","13.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70124","CAIMITO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","60","60","930","15.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70400","LA UNION","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","120","120","2640","22.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70702","SAN JUAN DE BETULIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","150","150","1800","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70473","MORROA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","170","170","2295","13.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70523","PALMITO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","200","200","3600","18.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70742","SINCE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","250","250","4500","18.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70670","SAMPUES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","300","300","4500","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70235","GALERAS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","300","300","6000","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70717","SAN PEDRO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","400","400","7200","18.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70001","SINCELEJO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","450","450","9900","22.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70215","COROZAL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","800","800","15900","19.88","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70418","LOS PALMITOS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","895","895","14320","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"94","GUAINIA","94888","MORICHAL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","100","100","1000","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"23","CORDOBA","23555","PLANETA RICA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","5","5","128","25.40","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"23","CORDOBA","23464","MOMIL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","60","60","720","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"23","CORDOBA","23660","SAHAGUN","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","70","70","1680","24.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"23","CORDOBA","23079","BUENAVISTA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","315","315","5040","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"23","CORDOBA","23182","CHINU","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","600","600","9000","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"23","CORDOBA","23189","CIENAGA DE ORO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","2000","2000","32000","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"19","CAUCA","19533","PIAMONTE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","10","10","83","8.30","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
